order_date,region,category,quantity,sales,profit
2025-01-15,West,Office Supplies,8,509.26,114.51
2025-01-15,East,Furniture,7,413.73,8.07
2025-01-15,East,Technology,6,252.82,70.86
2025-01-15,Central,Office Supplies,9,45.43,-0.03
2025-01-15,East,Furniture,7,98.83,32.15
2025-01-16,East,Furniture,3,136.11,34.24
2025-01-16,Central,Technology,9,345.75,111.02
2025-01-16,Central,Furniture,6,528.19,89.45
2025-01-16,West,Technology,1,140.29,31.25
2025-01-17,Central,Office Supplies,1,276.15,101.23
2025-01-17,Central,Technology,2,236.24,87.24
2025-01-17,Central,Technology,6,201.61,64.19
2025-01-17,East,Technology,6,191.13,71.24
2025-01-17,West,Technology,1,216.3,23.05
2025-01-17,East,Office Supplies,9,146.19,34.17
2025-01-18,West,Furniture,2,46.21,17.75
2025-01-18,East,Office Supplies,8,173.46,57.56
2025-01-18,East,Furniture,1,105.56,4.69
2025-01-18,East,Technology,5,55.6,10.77
2025-01-18,Central,Furniture,3,127.9,47.42
2025-01-18,Central,Furniture,5,435.6,24.6
2025-01-18,Central,Office Supplies,7,98.7,30.02
2025-01-18,Central,Office Supplies,2,364.21,31.91
2025-01-19,West,Technology,4,574.74,6.02
2025-01-19,South,Furniture,3,115.53,17.65
2025-01-19,East,Technology,8,140.51,23.9
2025-01-19,South,Technology,6,73.58,21.7
2025-01-20,Central,Furniture,9,144.97,40.82
2025-01-20,West,Office Supplies,3,264.86,73.4
2025-01-20,West,Technology,2,247.67,68.26
2025-01-20,West,Furniture,2,139.36,6.71
2025-01-20,West,Office Supplies,4,174.96,14.14
2025-01-21,West,Furniture,9,288.88,106.87
2025-01-21,South,Technology,4,197.87,53.65
2025-01-21,South,Office Supplies,9,312.74,94.8
2025-01-21,West,Technology,7,37.38,-0.88
2025-01-21,South,Furniture,4,221.89,64.96
2025-01-21,East,Technology,2,229.76,-4.01
2025-01-22,East,Furniture,7,246.1,14.27
2025-01-22,East,Technology,3,310.6,110.9
2025-01-22,South,Technology,1,101.63,33.24
2025-01-22,South,Furniture,9,201.54,78.89
2025-01-22,West,Office Supplies,8,842.96,208.11
2025-01-22,South,Technology,2,349.68,82.41
2025-01-22,East,Office Supplies,7,246.09,6.63
2025-01-23,East,Furniture,4,672.42,205.08
2025-01-23,South,Furniture,4,304.85,15.4
2025-01-23,East,Furniture,5,238.11,6.89
2025-01-23,South,Technology,3,580.46,209.2
2025-01-23,East,Technology,1,197.42,-2.6
2025-01-23,West,Technology,7,323.92,83.76
2025-01-23,East,Technology,9,579.56,-15.82
2025-01-23,South,Technology,8,73.98,2.04
2025-01-23,East,Furniture,4,233.5,20.73
2025-01-24,Central,Technology,4,103.49,-1.03
2025-01-24,Central,Furniture,9,547.36,197.95
2025-01-24,East,Technology,7,398.51,73.87
2025-01-24,West,Technology,9,176.21,66.41
2025-01-24,East,Office Supplies,2,284.61,-7.63
2025-01-24,East,Office Supplies,8,297.24,56.94
2025-01-24,West,Furniture,8,114.46,-5.58
2025-01-24,East,Office Supplies,7,178.81,21.16
2025-01-25,West,Furniture,3,112.49,40.03
2025-01-25,Central,Technology,8,484.84,89.96
2025-01-25,East,Office Supplies,4,346.79,67.0
2025-01-25,Central,Furniture,8,649.24,118.23
2025-01-25,South,Office Supplies,3,83.26,31.09
2025-01-25,Central,Office Supplies,1,92.71,28.3
2025-01-26,Central,Office Supplies,3,387.67,54.41
2025-01-26,West,Technology,2,396.57,30.37
2025-01-26,East,Technology,7,250.61,26.28
2025-01-26,East,Office Supplies,4,83.84,4.79
2025-01-26,East,Technology,7,12.81,5.05
2025-01-26,South,Technology,1,197.36,26.02
2025-01-27,East,Office Supplies,6,482.28,-20.23
2025-01-27,South,Furniture,2,434.38,87.09
2025-01-28,West,Technology,4,432.3,103.16
2025-01-28,East,Technology,1,768.33,100.09
2025-01-28,East,Furniture,4,433.01,170.22
2025-01-29,Central,Technology,7,314.78,118.34
2025-01-29,East,Furniture,4,163.78,60.48
2025-01-29,Central,Technology,8,54.81,3.53
2025-01-29,South,Technology,8,48.42,12.06
2025-01-29,West,Office Supplies,1,485.5,-3.33
2025-01-29,East,Technology,7,49.54,18.9
2025-01-29,West,Office Supplies,2,24.21,-0.85
2025-01-30,West,Furniture,2,114.93,12.59
2025-01-30,Central,Technology,7,662.5,192.45
2025-01-30,South,Furniture,5,254.28,89.98
2025-01-30,Central,Furniture,8,298.19,93.69
2025-01-30,East,Technology,6,533.63,-1.29
2025-01-31,Central,Technology,3,409.32,118.09
2025-01-31,West,Office Supplies,8,219.06,51.67
2025-02-01,South,Technology,2,230.25,84.14
2025-02-01,South,Technology,1,263.32,69.34
2025-02-01,Central,Furniture,7,174.35,22.19
2025-02-01,East,Technology,5,57.38,-0.63
2025-02-01,Central,Technology,7,60.12,15.17
2025-02-01,East,Office Supplies,7,160.63,61.21
2025-02-01,Central,Technology,8,406.55,151.36
2025-02-01,East,Furniture,1,101.25,30.41
2025-02-01,East,Furniture,7,59.87,18.39
2025-02-01,East,Office Supplies,4,148.83,10.52
2025-02-01,East,Furniture,1,164.16,24.95
2025-02-01,South,Technology,9,249.55,-11.65
2025-02-01,East,Technology,2,164.1,53.41
2025-02-01,East,Furniture,6,199.43,76.68
2025-02-01,West,Office Supplies,5,82.81,12.7
2025-02-02,West,Technology,4,275.41,76.15
2025-02-03,East,Furniture,2,372.43,103.88
2025-02-03,South,Technology,7,137.88,47.37
2025-02-03,East,Technology,1,136.13,24.83
2025-02-03,East,Technology,6,255.18,-11.91
2025-02-03,East,Office Supplies,5,357.41,116.16
2025-02-03,West,Technology,5,194.57,59.4
2025-02-03,South,Office Supplies,9,293.36,-13.0
2025-02-03,Central,Technology,1,466.12,37.29
2025-02-03,Central,Technology,7,728.23,17.73
2025-02-03,Central,Furniture,1,165.95,16.23
2025-02-04,South,Furniture,8,435.84,29.24
2025-02-04,Central,Office Supplies,5,232.06,44.76
2025-02-04,East,Technology,8,274.86,71.49
2025-02-04,East,Office Supplies,2,91.06,21.94
2025-02-04,West,Technology,3,222.94,64.35
2025-02-04,West,Office Supplies,5,90.6,5.87
2025-02-04,South,Office Supplies,3,109.47,10.6
2025-02-04,South,Office Supplies,8,257.61,100.48
2025-02-05,Central,Office Supplies,7,116.57,19.25
2025-02-05,East,Furniture,8,225.32,53.23
2025-02-05,South,Furniture,1,176.14,23.35
2025-02-05,South,Office Supplies,6,54.69,4.86
2025-02-05,East,Office Supplies,3,119.4,-0.29
2025-02-05,South,Technology,1,170.02,8.56
2025-02-05,South,Technology,9,430.12,105.91
2025-02-05,West,Office Supplies,8,101.23,0.56
2025-02-06,East,Office Supplies,8,524.55,15.64
2025-02-06,Central,Office Supplies,4,175.22,-5.54
2025-02-06,East,Furniture,2,46.8,7.05
2025-02-06,East,Technology,1,202.5,74.79
2025-02-06,East,Technology,1,114.46,26.72
2025-02-06,Central,Technology,4,278.86,95.95
2025-02-06,Central,Furniture,4,72.44,26.51
2025-02-07,East,Office Supplies,8,250.06,-9.62
2025-02-07,South,Technology,3,226.42,19.5
2025-02-07,East,Office Supplies,1,38.36,6.53
2025-02-07,East,Technology,6,184.3,61.97
2025-02-07,East,Furniture,9,203.57,51.0
2025-02-07,South,Office Supplies,1,261.66,4.48
2025-02-07,East,Furniture,5,226.11,59.18
2025-02-07,Central,Technology,4,623.07,186.63
2025-02-07,East,Office Supplies,5,48.29,16.03
2025-02-07,South,Technology,9,304.14,114.83
2025-02-08,East,Technology,9,348.52,67.03
2025-02-08,East,Office Supplies,3,297.99,57.86
2025-02-08,East,Office Supplies,1,151.95,23.51
2025-02-08,East,Furniture,8,275.56,32.2
2025-02-08,West,Office Supplies,4,74.71,7.55
2025-02-08,East,Furniture,2,117.53,13.32
2025-02-08,Central,Office Supplies,4,190.9,-0.36
2025-02-08,East,Furniture,8,222.92,-0.74
2025-02-09,East,Technology,4,268.79,72.03
2025-02-09,West,Furniture,3,61.96,21.37
2025-02-09,Central,Office Supplies,3,606.26,157.6
2025-02-09,Central,Furniture,5,616.21,37.68
2025-02-09,South,Office Supplies,6,167.19,42.93
2025-02-09,East,Office Supplies,3,199.8,46.06
2025-02-09,West,Office Supplies,3,243.1,21.44
2025-02-09,Central,Office Supplies,2,70.66,6.69
2025-02-09,West,Office Supplies,1,156.89,26.08
2025-02-09,East,Furniture,3,500.49,157.95
2025-02-10,Central,Technology,6,257.08,84.56
2025-02-10,West,Office Supplies,2,271.48,45.35
2025-02-10,South,Technology,8,80.56,-0.23
2025-02-11,East,Technology,3,362.87,44.3
2025-02-11,East,Technology,2,210.53,34.82
2025-02-11,Central,Technology,2,230.84,4.81
2025-02-11,East,Technology,1,211.76,74.0
2025-02-11,Central,Office Supplies,8,251.34,72.68
2025-02-11,East,Office Supplies,3,536.76,-6.79
2025-02-11,South,Technology,6,182.23,1.04
2025-02-11,East,Technology,5,396.75,-15.05
2025-02-12,South,Office Supplies,3,185.73,54.3
2025-02-12,Central,Technology,7,302.71,71.07
2025-02-12,South,Technology,3,232.17,71.95
2025-02-12,Central,Office Supplies,6,26.62,7.82
2025-02-12,East,Office Supplies,5,37.9,14.29
2025-02-12,South,Technology,7,380.45,-10.53
2025-02-13,East,Technology,1,134.32,39.13
2025-02-13,East,Technology,7,296.09,-12.72
2025-02-13,East,Technology,4,323.31,29.25
2025-02-13,East,Office Supplies,9,186.44,31.61
2025-02-13,East,Office Supplies,9,324.48,121.44
2025-02-14,South,Technology,8,337.37,14.72
2025-02-14,Central,Furniture,8,245.83,2.0
2025-02-14,East,Technology,8,337.46,-13.95
2025-02-14,West,Office Supplies,6,179.79,1.77
2025-02-14,South,Office Supplies,2,332.78,-13.6
2025-02-15,Central,Office Supplies,8,136.22,10.09
2025-02-15,East,Furniture,2,52.4,3.87
2025-02-15,East,Furniture,3,229.87,0.06
2025-02-15,East,Technology,5,314.75,47.6
2025-02-15,East,Office Supplies,2,545.49,-22.52
2025-02-15,Central,Furniture,7,544.48,149.89
2025-02-15,Central,Office Supplies,9,300.98,38.78
2025-02-15,East,Furniture,8,450.53,131.74
2025-02-15,East,Technology,8,271.49,99.75
2025-02-15,West,Technology,9,337.22,9.96
2025-02-16,Central,Office Supplies,6,89.56,24.22
2025-02-16,West,Technology,6,109.7,22.01
2025-02-16,Central,Furniture,4,53.55,0.62
2025-02-16,West,Technology,6,42.16,15.14
2025-02-16,South,Technology,5,106.79,3.17
2025-02-17,Central,Technology,8,699.72,77.15
2025-02-17,South,Office Supplies,9,122.78,3.6
2025-02-17,East,Technology,9,66.77,19.35
2025-02-17,West,Furniture,8,221.26,54.36
2025-02-17,South,Technology,4,598.22,188.67
2025-02-18,East,Technology,8,223.78,10.4
2025-02-18,South,Technology,8,470.27,82.43
2025-02-18,Central,Office Supplies,6,295.09,2.98
2025-02-18,South,Office Supplies,7,62.3,-0.9
2025-02-18,East,Furniture,8,142.4,7.59
2025-02-18,West,Technology,8,73.13,14.53
2025-02-19,West,Technology,7,679.83,62.14
2025-02-19,East,Furniture,3,108.3,11.68
2025-02-19,Central,Office Supplies,7,302.1,10.84
2025-02-19,Central,Technology,9,100.77,-0.62
2025-02-19,East,Office Supplies,7,166.08,13.94
2025-02-20,East,Technology,1,490.78,67.02
2025-02-20,West,Office Supplies,6,200.83,15.79
2025-02-21,South,Furniture,1,146.29,9.79
2025-02-21,Central,Technology,7,279.66,60.66
2025-02-21,East,Technology,3,101.38,13.97
2025-02-21,South,Technology,7,76.52,8.19
2025-02-21,Central,Office Supplies,4,140.25,19.58
2025-02-21,West,Furniture,7,72.06,9.68
2025-02-22,West,Furniture,8,200.52,23.12
2025-02-22,South,Office Supplies,9,345.15,100.9
2025-02-22,South,Technology,3,53.02,-1.71
2025-02-22,South,Technology,4,548.25,13.61
2025-02-22,East,Furniture,2,143.8,48.93
2025-02-23,East,Technology,5,94.81,10.37
2025-02-23,West,Furniture,3,195.29,75.11
2025-02-23,South,Office Supplies,1,49.73,9.5
2025-02-23,South,Office Supplies,2,222.48,59.99
2025-02-24,Central,Furniture,8,228.68,55.77
2025-02-24,South,Furniture,8,359.18,24.99
2025-02-24,East,Furniture,2,803.23,117.31
2025-02-24,East,Technology,2,236.78,36.36
2025-02-24,East,Office Supplies,1,435.08,71.4
2025-02-25,East,Office Supplies,3,655.15,259.78
2025-02-25,East,Furniture,4,159.22,25.72
2025-02-25,East,Furniture,9,187.64,62.78
2025-02-25,West,Furniture,5,165.0,60.6
2025-02-25,West,Office Supplies,3,90.32,16.91
2025-02-25,East,Office Supplies,3,243.82,11.41
2025-02-25,East,Technology,5,140.98,23.21
2025-02-25,West,Office Supplies,5,391.51,127.55
2025-02-25,East,Technology,7,294.43,77.11
2025-02-26,South,Furniture,7,129.95,20.02
2025-02-26,East,Furniture,7,1222.85,65.74
2025-02-26,South,Technology,7,75.57,20.5
2025-02-26,Central,Office Supplies,2,401.77,3.74
2025-02-27,West,Technology,2,155.98,17.16
2025-02-27,Central,Office Supplies,6,644.73,106.33
2025-02-27,West,Office Supplies,3,379.87,-5.97
2025-02-28,Central,Office Supplies,5,150.61,45.15
2025-02-28,East,Furniture,3,181.16,59.87
2025-02-28,East,Furniture,7,106.73,6.99
2025-02-28,East,Technology,8,634.24,193.52
2025-03-01,East,Technology,4,184.74,48.58
2025-03-01,West,Office Supplies,7,174.56,61.67
2025-03-01,East,Technology,8,93.28,11.65
2025-03-01,South,Furniture,3,327.1,-4.94
2025-03-01,South,Office Supplies,4,384.07,138.27
2025-03-01,Central,Technology,3,74.63,24.65
2025-03-01,West,Technology,9,268.39,-12.24
2025-03-01,East,Furniture,6,531.28,144.51
2025-03-01,Central,Furniture,6,209.86,-5.65
2025-03-02,West,Technology,8,500.96,144.79
2025-03-02,Central,Technology,6,156.46,52.41
2025-03-02,East,Office Supplies,5,277.9,44.67
2025-03-02,West,Office Supplies,4,105.77,16.52
2025-03-02,Central,Furniture,8,550.45,-8.2
2025-03-02,West,Technology,1,225.37,24.39
2025-03-02,East,Technology,1,242.24,7.21
2025-03-02,West,Office Supplies,9,709.28,45.63
2025-03-02,West,Furniture,7,28.71,-1.31
2025-03-02,South,Furniture,2,604.62,165.53
2025-03-02,East,Office Supplies,7,63.7,11.72
2025-03-03,Central,Technology,6,210.75,-8.79
2025-03-03,East,Office Supplies,7,144.18,24.96
2025-03-03,East,Furniture,7,26.64,2.42
2025-03-03,West,Technology,1,71.32,9.54
2025-03-03,Central,Office Supplies,6,354.87,24.77
2025-03-03,East,Office Supplies,3,127.94,37.05
2025-03-03,Central,Office Supplies,4,341.78,26.57
2025-03-03,East,Office Supplies,5,89.44,17.23
2025-03-04,East,Furniture,3,375.97,117.58
2025-03-04,West,Furniture,6,247.91,69.37
2025-03-04,Central,Technology,1,316.03,6.27
2025-03-04,East,Office Supplies,4,460.08,41.14
2025-03-04,Central,Technology,7,55.15,-2.54
2025-03-05,West,Furniture,8,147.41,42.87
2025-03-05,East,Office Supplies,8,208.38,47.05
2025-03-06,South,Office Supplies,4,427.09,0.05
2025-03-06,East,Technology,9,122.38,25.26
2025-03-06,West,Technology,4,76.55,4.94
2025-03-06,East,Technology,9,478.04,84.65
2025-03-06,Central,Technology,8,82.19,22.75
2025-03-07,East,Technology,9,853.82,41.41
2025-03-07,South,Technology,6,105.12,39.3
2025-03-07,East,Office Supplies,3,104.97,28.88
2025-03-07,Central,Furniture,8,93.9,37.29
2025-03-07,Central,Furniture,5,115.16,5.52
2025-03-07,Central,Technology,9,225.63,7.97
2025-03-08,Central,Technology,2,241.1,77.07
2025-03-08,East,Office Supplies,2,356.78,124.79
2025-03-08,West,Office Supplies,4,357.02,132.03
2025-03-08,East,Furniture,5,470.44,185.77
2025-03-08,Central,Technology,7,299.9,11.15
2025-03-08,East,Technology,4,415.54,-2.54
2025-03-08,East,Furniture,9,284.69,70.32
2025-03-09,East,Technology,7,296.34,62.14
2025-03-09,South,Technology,2,112.16,37.11
2025-03-09,West,Technology,8,116.16,28.14
2025-03-09,East,Furniture,9,380.07,111.96
2025-03-09,East,Technology,5,492.09,16.92
2025-03-09,West,Office Supplies,4,72.52,12.55
2025-03-09,West,Technology,4,240.07,74.45
2025-03-09,East,Office Supplies,9,258.55,30.55
2025-03-10,South,Technology,2,306.44,43.96
2025-03-10,West,Technology,8,413.24,13.75
2025-03-10,East,Furniture,1,438.11,24.19
2025-03-10,East,Office Supplies,5,81.02,-0.7
2025-03-10,West,Furniture,9,236.64,62.65
2025-03-10,East,Office Supplies,6,73.9,3.3
2025-03-11,East,Office Supplies,4,31.97,8.61
2025-03-11,West,Technology,9,988.64,82.16
2025-03-12,West,Office Supplies,2,137.58,20.37
2025-03-12,South,Office Supplies,3,336.5,122.45
2025-03-12,East,Office Supplies,4,42.06,8.55
2025-03-12,West,Technology,8,28.23,5.65
2025-03-12,Central,Furniture,2,158.97,38.33
2025-03-12,East,Office Supplies,1,800.67,152.1
2025-03-12,Central,Technology,5,246.37,-1.5
2025-03-13,Central,Technology,3,520.37,156.97
2025-03-13,Central,Technology,4,68.6,11.19
2025-03-13,West,Office Supplies,2,217.15,14.58
2025-03-13,Central,Furniture,6,315.97,31.12
2025-03-14,Central,Office Supplies,5,177.38,36.43
2025-03-14,Central,Furniture,7,117.74,7.47
2025-03-14,Central,Furniture,8,91.82,27.88
2025-03-14,Central,Technology,5,572.21,-22.24
2025-03-14,Central,Technology,5,183.6,29.94
2025-03-14,East,Furniture,3,215.99,77.29
2025-03-14,West,Technology,8,548.66,141.64
2025-03-14,East,Office Supplies,7,176.77,57.13
2025-03-15,Central,Furniture,4,432.43,115.75
2025-03-15,East,Office Supplies,3,302.93,16.32
2025-03-15,West,Furniture,3,115.45,28.43
2025-03-15,West,Technology,6,179.5,62.03
2025-03-15,East,Technology,2,246.67,76.03
2025-03-15,South,Technology,9,143.29,52.78
2025-03-15,East,Technology,9,657.52,-27.88
2025-03-15,East,Furniture,3,421.0,133.91
2025-03-15,South,Technology,4,666.21,48.42
2025-03-15,Central,Office Supplies,2,189.24,-9.42
2025-03-15,East,Technology,1,699.52,-19.39
2025-03-15,East,Furniture,4,303.95,46.05
2025-03-15,West,Furniture,5,182.93,35.06
2025-03-16,West,Technology,2,141.58,45.91
2025-03-16,East,Furniture,4,150.11,53.13
2025-03-16,Central,Technology,9,525.89,129.97
2025-03-17,West,Technology,1,259.34,13.5
2025-03-17,West,Office Supplies,4,20.2,2.77
2025-03-17,East,Office Supplies,2,404.81,150.31
2025-03-17,East,Office Supplies,3,210.62,46.03
2025-03-17,Central,Furniture,8,338.66,82.28
2025-03-17,East,Furniture,5,210.82,0.83
2025-03-17,Central,Technology,6,137.87,5.18
2025-03-17,West,Technology,7,457.28,72.72
2025-03-17,West,Furniture,6,328.78,126.64
2025-03-17,Central,Furniture,7,271.37,100.94
2025-03-17,West,Office Supplies,2,278.44,52.52
2025-03-18,East,Office Supplies,8,400.18,24.34
2025-03-18,East,Technology,6,462.08,149.4
2025-03-18,South,Technology,4,133.72,39.36
2025-03-18,Central,Furniture,8,19.07,1.7
2025-03-18,Central,Office Supplies,6,55.83,10.51
2025-03-19,South,Office Supplies,4,243.07,80.7
2025-03-19,East,Furniture,9,368.29,43.53
2025-03-19,East,Technology,3,59.47,18.81
2025-03-19,East,Technology,5,127.88,14.05
2025-03-19,Central,Technology,2,109.61,15.57
2025-03-19,South,Office Supplies,6,181.92,5.99
2025-03-19,West,Furniture,8,343.65,92.51
2025-03-19,West,Office Supplies,3,212.92,23.46
2025-03-20,East,Technology,2,141.28,2.77
2025-03-20,Central,Technology,6,175.93,24.43
2025-03-20,West,Office Supplies,4,80.48,9.26
2025-03-20,West,Furniture,5,202.15,59.1
2025-03-20,East,Office Supplies,3,298.67,85.9
2025-03-20,South,Technology,7,284.04,33.97
2025-03-21,East,Office Supplies,9,72.15,9.68
2025-03-21,South,Furniture,3,229.93,55.74
2025-03-21,East,Technology,6,52.79,-1.16
2025-03-21,East,Technology,3,201.2,39.43
2025-03-21,East,Technology,1,101.2,2.21
2025-03-21,East,Technology,2,38.46,9.21
2025-03-21,East,Office Supplies,6,100.71,28.37
2025-03-21,South,Office Supplies,3,98.07,-3.01
2025-03-21,South,Office Supplies,4,180.6,58.24
2025-03-21,West,Office Supplies,9,503.85,101.82
2025-03-22,West,Furniture,1,360.74,102.34
2025-03-22,South,Technology,9,31.03,3.53
2025-03-22,South,Technology,4,129.53,27.06
2025-03-22,East,Furniture,2,119.09,17.38
2025-03-22,Central,Furniture,6,82.63,1.33
2025-03-22,Central,Office Supplies,4,12.5,4.87
2025-03-22,East,Technology,3,169.02,38.94
2025-03-22,Central,Technology,8,704.79,153.0
2025-03-22,East,Technology,1,132.11,50.49
2025-03-23,West,Technology,5,224.89,66.88
2025-03-23,Central,Technology,1,71.01,28.0
2025-03-23,West,Technology,4,316.46,119.64
2025-03-24,East,Technology,2,10.36,1.15
2025-03-24,Central,Technology,9,608.37,55.99
2025-03-24,South,Technology,4,539.54,187.1
2025-03-24,South,Office Supplies,7,115.46,4.08
2025-03-24,East,Office Supplies,8,400.42,-14.57
2025-03-24,West,Technology,1,836.58,327.24
2025-03-25,East,Office Supplies,4,474.17,80.19
2025-03-25,Central,Office Supplies,2,217.53,80.19
2025-03-25,Central,Furniture,7,317.45,44.75
2025-03-26,South,Office Supplies,3,263.83,12.38
2025-03-26,East,Office Supplies,5,238.04,77.65
2025-03-26,West,Technology,4,107.97,42.69
2025-03-26,East,Office Supplies,3,107.04,39.51
2025-03-26,East,Technology,2,339.91,105.92
2025-03-26,Central,Technology,9,414.53,128.73
2025-03-26,Central,Technology,4,249.8,22.66
2025-03-27,South,Technology,9,326.74,57.12
2025-03-27,West,Office Supplies,3,76.63,18.33
2025-03-27,South,Furniture,5,632.39,204.32
2025-03-27,South,Furniture,2,170.29,56.97
2025-03-27,West,Technology,5,338.02,26.79
2025-03-27,East,Technology,5,390.62,80.05
2025-03-27,Central,Technology,5,242.55,29.06
2025-03-27,Central,Technology,5,275.37,105.76
2025-03-27,East,Technology,1,487.33,-16.62
2025-03-29,Central,Furniture,3,268.21,49.51
2025-03-29,East,Office Supplies,9,241.53,17.74
2025-03-29,Central,Technology,4,203.51,59.44
2025-03-29,Central,Technology,2,128.01,-5.87
2025-03-29,East,Furniture,7,153.19,7.5
2025-03-29,West,Furniture,7,109.86,12.59
2025-03-29,South,Office Supplies,4,25.43,9.89
2025-03-29,East,Furniture,8,263.01,36.25
2025-03-29,West,Office Supplies,7,283.14,77.7
2025-03-30,East,Technology,8,76.15,11.58
2025-03-30,East,Furniture,5,865.03,35.3
2025-03-30,East,Furniture,9,253.44,94.54
2025-03-30,South,Office Supplies,8,118.35,45.99
2025-03-31,West,Technology,5,110.38,29.92
2025-03-31,East,Technology,2,290.13,86.68
2025-03-31,East,Office Supplies,5,137.57,18.86
2025-03-31,East,Technology,4,292.31,33.36
2025-03-31,Central,Technology,8,185.81,27.5
2025-03-31,East,Furniture,5,227.93,88.63
2025-04-01,East,Furniture,5,341.5,130.03
2025-04-01,East,Office Supplies,9,164.35,0.52
2025-04-01,Central,Furniture,6,476.61,17.89
2025-04-02,South,Furniture,5,336.22,29.78
2025-04-02,East,Technology,6,580.27,62.69
2025-04-02,East,Furniture,3,442.47,59.98
2025-04-02,Central,Furniture,6,212.08,7.42
2025-04-02,East,Technology,7,245.78,-0.85
2025-04-02,East,Office Supplies,3,187.69,13.76
2025-04-02,South,Technology,9,256.24,55.96
2025-04-03,Central,Furniture,2,262.56,104.71
2025-04-03,East,Technology,9,939.12,350.89
2025-04-03,East,Furniture,8,271.47,49.19
2025-04-03,East,Technology,2,166.5,2.54
2025-04-03,East,Furniture,2,440.92,167.93
2025-04-03,East,Technology,1,290.35,-3.8
2025-04-04,South,Office Supplies,7,130.26,28.42
2025-04-04,East,Furniture,4,133.49,13.11
2025-04-04,East,Technology,2,262.69,39.18
2025-04-04,East,Office Supplies,7,452.58,102.46
2025-04-04,Central,Technology,4,328.15,3.92
2025-04-04,East,Office Supplies,9,47.1,6.73
2025-04-04,Central,Furniture,2,118.17,33.0
2025-04-05,Central,Furniture,8,321.4,109.6
2025-04-05,East,Technology,5,278.13,-2.36
